[INFO][2020-02-19 20:17:41,772][java.lang.Class]axioms count 502
[INFO][2020-02-19 20:17:47,660][java.lang.Class]resultsCount: 991
[INFO][2020-02-19 20:17:47,662][java.lang.Class]q 7
[INFO][2020-02-19 20:17:47,662][java.lang.Class]resultsCount: 0
[INFO][2020-02-19 20:17:47,679][java.lang.Class]q 8
[INFO][2020-02-19 20:17:47,680][java.lang.Class]resultsCount: 376
[INFO][2020-02-19 20:17:47,902][java.lang.Class]q 9
[INFO][2020-02-19 20:17:47,902][java.lang.Class]resultsCount: 747
[INFO][2020-02-19 20:17:47,904][java.lang.Class]q 10
[INFO][2020-02-19 20:17:47,904][java.lang.Class]resultsCount: 8
[INFO][2020-02-19 20:17:48,012][java.lang.Class]q 11
[INFO][2020-02-19 20:17:48,012][java.lang.Class]resultsCount: 2416
[INFO][2020-02-19 20:17:48,015][java.lang.Class]q 12
[INFO][2020-02-19 20:17:48,015][java.lang.Class]resultsCount: 50
[INFO][2020-02-19 20:17:48,026][java.lang.Class]q 13
[INFO][2020-02-19 20:17:48,027][java.lang.Class]resultsCount: 416
[INFO][2020-02-19 20:17:48,210][java.lang.Class]q 14
[INFO][2020-02-19 20:17:48,211][java.lang.Class]resultsCount: 6535
[INFO][2020-02-19 20:17:48,218][java.lang.Class]q 15
[INFO][2020-02-19 20:17:48,218][java.lang.Class]resultsCount: 112
[INFO][2020-02-19 20:17:48,220][java.lang.Class]q 16
[INFO][2020-02-19 20:17:48,220][java.lang.Class]resultsCount: 5
[INFO][2020-02-19 20:18:03,145][java.lang.Class]axioms count 502
[INFO][2020-02-19 20:18:04,197][java.lang.Class]----------------------------------------------------
[INFO][2020-02-19 20:18:04,197][java.lang.Class]Number of initial data: 257708
[INFO][2020-02-19 20:18:04,197][java.lang.Class]Number of facts with equivalent role substitution: 3506
[INFO][2020-02-19 20:18:04,198][java.lang.Class]Number of facts with inverse role substitution: 2528
[INFO][2020-02-19 20:18:04,198][java.lang.Class]Number of equivalent roles: 2
[INFO][2020-02-19 20:18:04,198][java.lang.Class]Number of inverse roles: 8
[INFO][2020-02-19 20:18:04,198][java.lang.Class]Number of facts after adding ClassAssertion: 257766
[INFO][2020-02-19 20:18:04,198][java.lang.Class]reading data time: 1047 ms
[INFO][2020-02-19 20:18:04,529][java.lang.Class]----------------------Start Materialization--------------------------
[INFO][2020-02-19 20:18:04,529][java.lang.Class]loopCount 1 dataCount 257766
[INFO][2020-02-19 20:18:04,793][java.lang.Class]loopCount 2 dataCount 387982
[INFO][2020-02-19 20:18:05,011][java.lang.Class]loopCount 3 dataCount 422726
[INFO][2020-02-19 20:18:05,058][java.lang.Class]loopCount 4 dataCount 430501
[INFO][2020-02-19 20:18:05,069][java.lang.Class]loopCount 5 dataCount 431079
[INFO][2020-02-19 20:18:05,073][java.lang.Class]loopCount 6 dataCount 431127
[INFO][2020-02-19 20:18:05,075][java.lang.Class]No new data was generated!
[INFO][2020-02-19 20:18:05,077][java.lang.Class]reason time: 549 ms
[INFO][2020-02-19 20:18:05,082][java.lang.Class]The number of facts after adding sameAs: 433824
[INFO][2020-02-19 20:18:06,210][java.lang.Class]The number of facts after materialization: 487558
[INFO][2020-02-19 20:18:06,210][java.lang.Class]The number of facts reduced in materialization due to equivalent role rewriting: 17794
[INFO][2020-02-19 20:18:06,210][java.lang.Class]The number of facts reduced in materialization due to inverse role rewriting: 35940
[INFO][2020-02-19 20:18:06,210][java.lang.Class]----------------------Start Query--------------------------
[INFO][2020-02-19 20:18:08,859][java.lang.Class]q 1
[INFO][2020-02-19 20:18:08,859][java.lang.Class]resultsCount: 21
[INFO][2020-02-19 20:18:08,881][java.lang.Class]q 2
[INFO][2020-02-19 20:18:08,881][java.lang.Class]resultsCount: 2465
[INFO][2020-02-19 20:18:08,902][java.lang.Class]q 3
[INFO][2020-02-19 20:18:08,902][java.lang.Class]resultsCount: 581
[INFO][2020-02-19 20:18:08,920][java.lang.Class]q 4
[INFO][2020-02-19 20:18:08,920][java.lang.Class]resultsCount: 292
[INFO][2020-02-19 20:18:08,933][java.lang.Class]q 5
[INFO][2020-02-19 20:18:08,934][java.lang.Class]resultsCount: 235
[INFO][2020-02-19 20:18:08,955][java.lang.Class]q 6
[INFO][2020-02-19 20:18:08,955][java.lang.Class]resultsCount: 991
[INFO][2020-02-19 20:18:08,956][java.lang.Class]q 7
[INFO][2020-02-19 20:18:08,957][java.lang.Class]resultsCount: 0
[INFO][2020-02-19 20:18:08,967][java.lang.Class]q 8
[INFO][2020-02-19 20:18:08,967][java.lang.Class]resultsCount: 376
[INFO][2020-02-19 20:18:09,179][java.lang.Class]q 9
[INFO][2020-02-19 20:18:09,179][java.lang.Class]resultsCount: 747
[INFO][2020-02-19 20:18:09,181][java.lang.Class]q 10
[INFO][2020-02-19 20:18:09,181][java.lang.Class]resultsCount: 8
[INFO][2020-02-19 20:18:09,267][java.lang.Class]q 11
[INFO][2020-02-19 20:18:09,268][java.lang.Class]resultsCount: 2416
[INFO][2020-02-19 20:18:09,270][java.lang.Class]q 12
[INFO][2020-02-19 20:18:09,270][java.lang.Class]resultsCount: 50
[INFO][2020-02-19 20:18:09,279][java.lang.Class]q 13
[INFO][2020-02-19 20:18:09,279][java.lang.Class]resultsCount: 416
[INFO][2020-02-19 20:18:09,442][java.lang.Class]q 14
[INFO][2020-02-19 20:18:09,442][java.lang.Class]resultsCount: 6535
[INFO][2020-02-19 20:18:09,449][java.lang.Class]q 15
[INFO][2020-02-19 20:18:09,449][java.lang.Class]resultsCount: 112
[INFO][2020-02-19 20:18:09,451][java.lang.Class]q 16
[INFO][2020-02-19 20:18:09,451][java.lang.Class]resultsCount: 5
[INFO][2020-02-19 20:32:22,105][java.lang.Class]axioms count 502
[INFO][2020-02-19 20:32:23,160][java.lang.Class]----------------------------------------------------
[INFO][2020-02-19 20:32:23,161][java.lang.Class]Number of initial data: 257708
[INFO][2020-02-19 20:32:23,161][java.lang.Class]Number of facts with equivalent role substitution: 3506
[INFO][2020-02-19 20:32:23,161][java.lang.Class]Number of facts with inverse role substitution: 2528
[INFO][2020-02-19 20:32:23,161][java.lang.Class]Number of equivalent roles: 2
[INFO][2020-02-19 20:32:23,161][java.lang.Class]Number of inverse roles: 8
[INFO][2020-02-19 20:32:23,162][java.lang.Class]Number of facts after adding ClassAssertion: 257766
[INFO][2020-02-19 20:32:23,162][java.lang.Class]reading data time: 1052 ms
[INFO][2020-02-19 20:32:23,453][java.lang.Class]----------------------Start Materialization--------------------------
[INFO][2020-02-19 20:32:23,453][java.lang.Class]loopCount 1 dataCount 257766
[INFO][2020-02-19 20:32:23,732][java.lang.Class]loopCount 2 dataCount 387984
[INFO][2020-02-19 20:32:23,934][java.lang.Class]loopCount 3 dataCount 422928
[INFO][2020-02-19 20:32:23,985][java.lang.Class]loopCount 4 dataCount 430500
[INFO][2020-02-19 20:32:23,996][java.lang.Class]loopCount 5 dataCount 431079
[INFO][2020-02-19 20:32:24,000][java.lang.Class]loopCount 6 dataCount 431127
[INFO][2020-02-19 20:32:24,002][java.lang.Class]No new data was generated!
[INFO][2020-02-19 20:32:24,005][java.lang.Class]reason time: 553 ms
[INFO][2020-02-19 20:32:24,011][com.tju.suma.reason.SameAsReason]The number of facts after adding sameAs: 433824
[INFO][2020-02-19 20:32:25,297][java.lang.Class]The number of facts after materialization: 487558
[INFO][2020-02-19 20:32:25,297][java.lang.Class]The number of facts reduced in materialization due to equivalent role rewriting: 17794
[INFO][2020-02-19 20:32:25,297][java.lang.Class]The number of facts reduced in materialization due to inverse role rewriting: 35940
[INFO][2020-02-19 20:32:25,297][java.lang.Class]----------------------Start Query--------------------------
[INFO][2020-02-19 20:32:27,879][java.lang.Class]q 1
[INFO][2020-02-19 20:32:27,880][java.lang.Class]resultsCount: 21
[INFO][2020-02-19 20:32:27,900][java.lang.Class]q 2
[INFO][2020-02-19 20:32:27,900][java.lang.Class]resultsCount: 2465
[INFO][2020-02-19 20:32:27,920][java.lang.Class]q 3
[INFO][2020-02-19 20:32:27,920][java.lang.Class]resultsCount: 581
[INFO][2020-02-19 20:32:27,933][java.lang.Class]q 4
[INFO][2020-02-19 20:32:27,934][java.lang.Class]resultsCount: 292
[INFO][2020-02-19 20:32:27,944][java.lang.Class]q 5
[INFO][2020-02-19 20:32:27,944][java.lang.Class]resultsCount: 235
[INFO][2020-02-19 20:32:27,969][java.lang.Class]q 6
[INFO][2020-02-19 20:32:27,969][java.lang.Class]resultsCount: 991
[INFO][2020-02-19 20:32:27,971][java.lang.Class]q 7
[INFO][2020-02-19 20:32:27,971][java.lang.Class]resultsCount: 0
[INFO][2020-02-19 20:32:27,981][java.lang.Class]q 8
[INFO][2020-02-19 20:32:27,981][java.lang.Class]resultsCount: 376
[INFO][2020-02-19 20:32:28,166][java.lang.Class]q 9
[INFO][2020-02-19 20:32:28,166][java.lang.Class]resultsCount: 747
[INFO][2020-02-19 20:32:28,168][java.lang.Class]q 10
[INFO][2020-02-19 20:32:28,168][java.lang.Class]resultsCount: 8
[INFO][2020-02-19 20:32:28,260][java.lang.Class]q 11
[INFO][2020-02-19 20:32:28,260][java.lang.Class]resultsCount: 2416
[INFO][2020-02-19 20:32:28,262][java.lang.Class]q 12
[INFO][2020-02-19 20:32:28,263][java.lang.Class]resultsCount: 50
[INFO][2020-02-19 20:32:28,273][java.lang.Class]q 13
[INFO][2020-02-19 20:32:28,273][java.lang.Class]resultsCount: 416
[INFO][2020-02-19 20:32:28,441][java.lang.Class]q 14
[INFO][2020-02-19 20:32:28,441][java.lang.Class]resultsCount: 6535
[INFO][2020-02-19 20:32:28,446][java.lang.Class]q 15
[INFO][2020-02-19 20:32:28,446][java.lang.Class]resultsCount: 112
[INFO][2020-02-19 20:32:28,447][java.lang.Class]q 16
[INFO][2020-02-19 20:32:28,447][java.lang.Class]resultsCount: 5
[INFO][2020-02-19 20:34:55,109][com.tju.suma.io.DictionaryInput]axioms count 502
[INFO][2020-02-19 20:34:56,156][com.tju.suma.io.DictionaryInput]----------------------------------------------------
[INFO][2020-02-19 20:34:56,156][com.tju.suma.io.DictionaryInput]Number of initial data: 257708
[INFO][2020-02-19 20:34:56,156][com.tju.suma.io.DictionaryInput]Number of facts with equivalent role substitution: 3506
[INFO][2020-02-19 20:34:56,157][com.tju.suma.io.DictionaryInput]Number of facts with inverse role substitution: 2528
[INFO][2020-02-19 20:34:56,157][com.tju.suma.io.DictionaryInput]Number of equivalent roles: 2
[INFO][2020-02-19 20:34:56,157][com.tju.suma.io.DictionaryInput]Number of inverse roles: 8
[INFO][2020-02-19 20:34:56,157][com.tju.suma.io.DictionaryInput]Number of facts after adding ClassAssertion: 257766
[INFO][2020-02-19 20:34:56,157][com.tju.suma.test.SUMARunTest]reading data time: 1043 ms
[INFO][2020-02-19 20:34:56,461][com.tju.suma.reason.DicSerialReason]----------------------Start Materialization--------------------------
[INFO][2020-02-19 20:34:56,461][com.tju.suma.reason.DicSerialReason]loopCount 1 dataCount 257766
[INFO][2020-02-19 20:34:56,757][com.tju.suma.reason.DicSerialReason]loopCount 2 dataCount 387982
[INFO][2020-02-19 20:34:56,959][com.tju.suma.reason.DicSerialReason]loopCount 3 dataCount 422734
[INFO][2020-02-19 20:34:57,004][com.tju.suma.reason.DicSerialReason]loopCount 4 dataCount 430501
[INFO][2020-02-19 20:34:57,014][com.tju.suma.reason.DicSerialReason]loopCount 5 dataCount 431079
[INFO][2020-02-19 20:34:57,018][com.tju.suma.reason.DicSerialReason]loopCount 6 dataCount 431127
[INFO][2020-02-19 20:34:57,020][com.tju.suma.reason.DicSerialReason]No new data was generated!
[INFO][2020-02-19 20:34:57,021][com.tju.suma.test.SUMARunTest]reason time: 561 ms
[INFO][2020-02-19 20:34:57,026][com.tju.suma.reason.SameAsReason]The number of facts after adding sameAs: 433824
[INFO][2020-02-19 20:34:58,207][java.lang.Class]The number of facts after materialization: 487558
[INFO][2020-02-19 20:34:58,208][java.lang.Class]The number of facts reduced in materialization due to equivalent role rewriting: 17794
[INFO][2020-02-19 20:34:58,208][java.lang.Class]The number of facts reduced in materialization due to inverse role rewriting: 35940
[INFO][2020-02-19 20:34:58,208][com.tju.suma.test.SUMARunTest]----------------------Start Query--------------------------
[INFO][2020-02-19 20:35:00,779][com.tju.suma.jenaQuery.JenaTest]q 1
[INFO][2020-02-19 20:35:00,779][com.tju.suma.jenaQuery.JenaTest]resultsCount: 21
[INFO][2020-02-19 20:35:00,802][com.tju.suma.jenaQuery.JenaTest]q 2
[INFO][2020-02-19 20:35:00,803][com.tju.suma.jenaQuery.JenaTest]resultsCount: 2465
[INFO][2020-02-19 20:35:00,823][com.tju.suma.jenaQuery.JenaTest]q 3
[INFO][2020-02-19 20:35:00,823][com.tju.suma.jenaQuery.JenaTest]resultsCount: 581
[INFO][2020-02-19 20:35:00,839][com.tju.suma.jenaQuery.JenaTest]q 4
[INFO][2020-02-19 20:35:00,839][com.tju.suma.jenaQuery.JenaTest]resultsCount: 292
[INFO][2020-02-19 20:35:00,852][com.tju.suma.jenaQuery.JenaTest]q 5
[INFO][2020-02-19 20:35:00,852][com.tju.suma.jenaQuery.JenaTest]resultsCount: 235
[INFO][2020-02-19 20:35:00,874][com.tju.suma.jenaQuery.JenaTest]q 6
[INFO][2020-02-19 20:35:00,874][com.tju.suma.jenaQuery.JenaTest]resultsCount: 991
[INFO][2020-02-19 20:35:00,876][com.tju.suma.jenaQuery.JenaTest]q 7
[INFO][2020-02-19 20:35:00,876][com.tju.suma.jenaQuery.JenaTest]resultsCount: 0
[INFO][2020-02-19 20:35:00,887][com.tju.suma.jenaQuery.JenaTest]q 8
[INFO][2020-02-19 20:35:00,887][com.tju.suma.jenaQuery.JenaTest]resultsCount: 376
[INFO][2020-02-19 20:35:01,068][com.tju.suma.jenaQuery.JenaTest]q 9
[INFO][2020-02-19 20:35:01,069][com.tju.suma.jenaQuery.JenaTest]resultsCount: 747
[INFO][2020-02-19 20:35:01,070][com.tju.suma.jenaQuery.JenaTest]q 10
[INFO][2020-02-19 20:35:01,070][com.tju.suma.jenaQuery.JenaTest]resultsCount: 8
[INFO][2020-02-19 20:35:01,143][com.tju.suma.jenaQuery.JenaTest]q 11
[INFO][2020-02-19 20:35:01,143][com.tju.suma.jenaQuery.JenaTest]resultsCount: 2416
[INFO][2020-02-19 20:35:01,145][com.tju.suma.jenaQuery.JenaTest]q 12
[INFO][2020-02-19 20:35:01,145][com.tju.suma.jenaQuery.JenaTest]resultsCount: 50
[INFO][2020-02-19 20:35:01,154][com.tju.suma.jenaQuery.JenaTest]q 13
[INFO][2020-02-19 20:35:01,155][com.tju.suma.jenaQuery.JenaTest]resultsCount: 416
[INFO][2020-02-19 20:35:01,314][com.tju.suma.jenaQuery.JenaTest]q 14
[INFO][2020-02-19 20:35:01,315][com.tju.suma.jenaQuery.JenaTest]resultsCount: 6535
[INFO][2020-02-19 20:35:01,324][com.tju.suma.jenaQuery.JenaTest]q 15
[INFO][2020-02-19 20:35:01,324][com.tju.suma.jenaQuery.JenaTest]resultsCount: 112
[INFO][2020-02-19 20:35:01,326][com.tju.suma.jenaQuery.JenaTest]q 16
[INFO][2020-02-19 20:35:01,327][com.tju.suma.jenaQuery.JenaTest]resultsCount: 5
[INFO][2020-02-20 18:44:04,373][com.tju.suma.io.DictionaryInput]axioms count 502
[INFO][2020-02-20 18:44:05,597][com.tju.suma.io.DictionaryInput]----------------------------------------------------
[INFO][2020-02-20 18:44:05,598][com.tju.suma.io.DictionaryInput]Number of initial data: 257708
[INFO][2020-02-20 18:44:05,598][com.tju.suma.io.DictionaryInput]Number of facts with equivalent role substitution: 3506
[INFO][2020-02-20 18:44:05,598][com.tju.suma.io.DictionaryInput]Number of facts with inverse role substitution: 2528
[INFO][2020-02-20 18:44:05,598][com.tju.suma.io.DictionaryInput]Number of equivalent roles: 2
[INFO][2020-02-20 18:44:05,598][com.tju.suma.io.DictionaryInput]Number of inverse roles: 8
[INFO][2020-02-20 18:44:05,598][com.tju.suma.io.DictionaryInput]Number of facts after adding ClassAssertion: 257766
[INFO][2020-02-20 18:44:05,599][com.tju.suma.test.SUMARunTest]reading data time: 1221 ms
[INFO][2020-02-20 18:44:05,904][com.tju.suma.reason.DicSerialReason]----------------------Start Materialization--------------------------
[INFO][2020-02-20 18:44:05,904][com.tju.suma.reason.DicSerialReason]loopCount 1 dataCount 257766
[INFO][2020-02-20 18:44:06,217][com.tju.suma.reason.DicSerialReason]loopCount 2 dataCount 386553
[INFO][2020-02-20 18:44:06,421][com.tju.suma.reason.DicSerialReason]loopCount 3 dataCount 421727
[INFO][2020-02-20 18:44:06,468][com.tju.suma.reason.DicSerialReason]loopCount 4 dataCount 429392
[INFO][2020-02-20 18:44:06,477][com.tju.suma.reason.DicSerialReason]loopCount 5 dataCount 429969
[INFO][2020-02-20 18:44:06,481][com.tju.suma.reason.DicSerialReason]loopCount 6 dataCount 430018
[INFO][2020-02-20 18:44:06,483][com.tju.suma.reason.DicSerialReason]No new data was generated!
[INFO][2020-02-20 18:44:06,484][com.tju.suma.test.SUMARunTest]reason time: 583 ms
[INFO][2020-02-20 18:44:06,489][com.tju.suma.reason.SameAsReason]The number of facts after adding sameAs: 432697
[INFO][2020-02-20 18:44:07,725][java.lang.Class]The number of facts after materialization: 486431
[INFO][2020-02-20 18:44:07,726][java.lang.Class]The number of facts reduced in materialization due to equivalent role rewriting: 17794
[INFO][2020-02-20 18:44:07,726][java.lang.Class]The number of facts reduced in materialization due to inverse role rewriting: 35940
[INFO][2020-02-20 18:44:07,726][com.tju.suma.test.SUMARunTest]----------------------Start Query--------------------------
[INFO][2020-02-20 18:44:10,570][com.tju.suma.jenaQuery.JenaTest]q 1
[INFO][2020-02-20 18:44:10,570][com.tju.suma.jenaQuery.JenaTest]resultsCount: 21
[INFO][2020-02-20 18:44:10,590][com.tju.suma.jenaQuery.JenaTest]q 2
[INFO][2020-02-20 18:44:10,591][com.tju.suma.jenaQuery.JenaTest]resultsCount: 2465
[INFO][2020-02-20 18:44:10,609][com.tju.suma.jenaQuery.JenaTest]q 3
[INFO][2020-02-20 18:44:10,609][com.tju.suma.jenaQuery.JenaTest]resultsCount: 581
[INFO][2020-02-20 18:44:10,621][com.tju.suma.jenaQuery.JenaTest]q 4
[INFO][2020-02-20 18:44:10,621][com.tju.suma.jenaQuery.JenaTest]resultsCount: 292
[INFO][2020-02-20 18:44:10,633][com.tju.suma.jenaQuery.JenaTest]q 5
[INFO][2020-02-20 18:44:10,634][com.tju.suma.jenaQuery.JenaTest]resultsCount: 235
[INFO][2020-02-20 18:44:10,652][com.tju.suma.jenaQuery.JenaTest]q 6
[INFO][2020-02-20 18:44:10,652][com.tju.suma.jenaQuery.JenaTest]resultsCount: 991
[INFO][2020-02-20 18:44:10,653][com.tju.suma.jenaQuery.JenaTest]q 7
[INFO][2020-02-20 18:44:10,653][com.tju.suma.jenaQuery.JenaTest]resultsCount: 0
[INFO][2020-02-20 18:44:10,662][com.tju.suma.jenaQuery.JenaTest]q 8
[INFO][2020-02-20 18:44:10,662][com.tju.suma.jenaQuery.JenaTest]resultsCount: 376
[INFO][2020-02-20 18:44:10,855][com.tju.suma.jenaQuery.JenaTest]q 9
[INFO][2020-02-20 18:44:10,855][com.tju.suma.jenaQuery.JenaTest]resultsCount: 747
[INFO][2020-02-20 18:44:10,858][com.tju.suma.jenaQuery.JenaTest]q 10
[INFO][2020-02-20 18:44:10,858][com.tju.suma.jenaQuery.JenaTest]resultsCount: 8
[INFO][2020-02-20 18:44:10,944][com.tju.suma.jenaQuery.JenaTest]q 11
[INFO][2020-02-20 18:44:10,944][com.tju.suma.jenaQuery.JenaTest]resultsCount: 2416
[INFO][2020-02-20 18:44:10,946][com.tju.suma.jenaQuery.JenaTest]q 12
[INFO][2020-02-20 18:44:10,946][com.tju.suma.jenaQuery.JenaTest]resultsCount: 50
[INFO][2020-02-20 18:44:10,955][com.tju.suma.jenaQuery.JenaTest]q 13
[INFO][2020-02-20 18:44:10,955][com.tju.suma.jenaQuery.JenaTest]resultsCount: 416
[INFO][2020-02-20 18:44:11,105][com.tju.suma.jenaQuery.JenaTest]q 14
[INFO][2020-02-20 18:44:11,105][com.tju.suma.jenaQuery.JenaTest]resultsCount: 6535
[INFO][2020-02-20 18:44:11,111][com.tju.suma.jenaQuery.JenaTest]q 15
[INFO][2020-02-20 18:44:11,111][com.tju.suma.jenaQuery.JenaTest]resultsCount: 112
[INFO][2020-02-20 18:44:11,112][com.tju.suma.jenaQuery.JenaTest]q 16
[INFO][2020-02-20 18:44:11,112][com.tju.suma.jenaQuery.JenaTest]resultsCount: 5
